"The results listed on this page are from residential homes in Chicago that have requested to have their water tested for lead. The results are anonymized to the block level, so the complete address of each home is not posted. In cases where a sample tests over 15 parts per billion (the action limit set by the EPA), the Department of Water Management will contact the homeowner to discuss the results and schedule a time to resample the water and inspect the home’s plumbing and electrical wiring to better evaluate possible causes.",,,,,,,,,,,,,,,,,,
Follow-Up Sequential Sampling,,Sequential Draws,,,,,,,,,,,Timed,,,,,
Date Sampled,Address,1st Draw,2nd Draw,3rd Draw,4th Draw,5th Draw,6th Draw,7th Draw,8th Draw,9th Draw,10th Draw,11th Draw,3 Minute,5 Minute,7 Minute,10 Minute,15 Minute,20 Minute
8/26/2021,122XX S Morgan St,5.40,7.30,8.80,8.30,8.70,8.80,9.70,17.00,19.00,20.00,18.00,9.00,4.60,4.3,4.10,,
2/13/2020,125XX S Edbrooke Ave,12.20,9.12,12.30,19.00,19.60,14.90,16.90,20.00,19.20,18.10,12.40,2.64,,,,,
5/26/2021,126XX S Edbrooke Ave,4.12,4.10,4.17,4.33,4.65,6.04,8.47,8.16,8.16,7.91,,,9.08,1.94,1.02,<1,
8/7/2019,126XX S Emerald ,16.9,9.42,11.3,10.6,10.6,14.4,25,26.6,26.2,26.9,26.6,13.4,8.56,8.12,7.68,,
5/14/2019,126XX S Harvard ,131.00,41.80,14.6,9.66,10.7,8.39,7.17,4.77,6.19,4.37,2.1,1.79,,,,,
8/11/2021,126XX S Yale Ave,7.12,8.46,9.04,11.20,12.70,16.00,14.90,18.10,22.90,25.50,,20.90,6.54,5.00,4.74,,
7/15/2021,127XX S Manistee Ave,10.00,14.00,15.00,15.00,15.00,17.00,27.00,31.00,30.00,27.00,,27.00,7.90,,,,
2/22/2022,127XX S Saginaw Ave,3.30,2.90,3.70,6.20,4.60,3.90,3.70,3.90,4.30,3.70,0.69,0.58,0.56,0.58,0.50,,
6/4/2021,127XX S Sangamon St,15.00,14.00,30.00,22.00,20.00,19.00,21.00,20.00,23.00,22.00,,4.20,3.70,,,,
9/19/2019,127XX S Wallace St,9.29,8.01,9.25,15.60,16.00,16.70,16.90,18.80,17.90,17.40,15.60,6.62,6.09,5.61,5.33,,
6/29/2021,128XX S Morgan St,18.50,44.40,16.10,20.00,32.10,55.60,67.70,7.36,75.60,68.80,,71.20,21.60,21.30,17.10,16.80,
6/25/2021,128XX S Union Ave,3.15,4.44,4.42,4.17,4.46,4.43,4.26,3.42,,,,2.75,1.04,,,,
2/14/2017,128XX S Wallace St,6.41,10.30,11.8,14.9,17.7,16.7,15.2,13,11.3,9.99,2.66,3.83,,,,,
6/17/2021,129XX S EXchange Ave,6.20,8.00,6.40,7.80,11.00,15.00,15.00,14.00,14.00,15.00,,21.00,4.30,,,,
6/17/2021,129XX S Normal Ave,7.10,6.80,7.50,7.80,12.00,17.00,22.00,22.00,20.00,19.00,,17.00,15.00,,,,
7/2/2021,12XX E 50Th St,4.68,5.02,5.38,8.58,7.20,8.41,8.71,9.22,10.20,13.00,,15.80,17.00,13.20,5.47,2.64,
8/19/2019,12XX E 71St St,11.5,12.4,15.5,17.3,16.1,16.1,17.1,15.8,15.5,15.1,13.9,6,,,,,
7/15/2021,12XX E 97Th Pl,2.70,2.90,3.80,4.70,6.90,9.40,9.90,10.00,0.98,9.40,,9.30,4.80,,,,
10/5/2021,12XX N Marion Ct,7.32,7.11,6.84,10.50,18.00,18.10,16.20,11.70,15.40,11.60,4.60,4.06,,,,,
2/7/2020,12XX W Draper St,8.29,9.97,6.60,4.65,5.33,5.07,5.03,3.93,13.90,2.47,2.19,2.13,2.09,2.01,1.95,,
9/24/2019,12XX W Early Ave,13.80,14.30,17.70,13.70,7.57,6.92,6.87,6.22,6.61,5.89,3.35,3.02,,,,,
12/12/2017,12XX W Norwood St**,26.60,57.26,64.70,59.8,57.40,52.10,49.60,44.10,40.00,29.50,16.5,14.6,,,,,
9/18/2018,12XX W Norwood St**,32,49.2,72.9,71.8,71.1,68,65,64.3,62.8,57.5,32,29.6,28.2,26.8,25.1,,
9/1/2016,12XX W Victoria St,2.67,4.09,4.32,4.26,4.25,4.34,4.22,4.49,4.45,4.8,5.48,5.39,,,,,
6/14/2019,130XX S Muskegon ,3.34,2.51,2.7,2.99,3.52,4.14,4.74,5.06,5.2,5.84,,8.78,7.11,1.44,<1,,
9/29/2018,131XX S Avenue N ,11.60,16.00,16.5,15.6,16.3,17.5,22.1,31.2,36.2,36.9,36.7,7.06,5,4.56,4.28,,
1/3/2020,131XX S Burley Ave,3.00,3.90,3.71,5.13,9.67,11.80,10.70,8.59,8.22,8.92,8.07,1.98,,,,,
9/11/2019,131XX S Muskegon Ave,8.73,7.90,13.40,13.00,14.50,61.40,59.90,41.60,49.20,55.60,11.80,11.00,10.30,9.47,8.95,,
8/20/2021,132XX S Avenue M ,7.93,6.88,4.12,4.35,13.70,17.00,14.80,13.80,13.40,12.50,3.34,2.55,,,,,
8/2/2019,132XX S Avenue N ,7.80,7.61,16.9,32.8,25.8,24.4,24.7,22.9,24.7,30.6,18.1,7.06,,,,,
10/28/2021,13XX E 52Nd St,4.40,3.90,4.60,4.40,6.30,6.40,6.80,6.00,5.40,4.40,2.80,2.30,2.20,2.20,2.10,,
7/17/2019,13XX E 55Th Pl,5.20,8.37,12.6,13.7,12.2,11.9,11.4,11.2,10.3,7.89,6.48,2.22,,,,,
3/30/2017,13XX E 87Th St,7.82,9.18,11.50,12.7,11.30,12.00,15.60,25.60,31.10,28.00,19.9,3.14,,,,,
8/31/2021,13XX E 88Th Pl,8.96,6.40,6.85,9.27,9.20,10.60,11.10,9.71,8.66,9.40,11.60,3.59,,,,,
8/5/2021,13XX N Maplewood Ave,8.56,8.84,9.07,10.40,19.10,26.20,26.30,25.20,24.20,23.10,17.60,5.40,,,,,
7/7/2016,13XX N Monitor Ave,9.96,7.84,9.57,15.5,25.10,22.60,20.90,21.60,19.00,21.30,22.00,5.17,,,,,
10/16/2019,13XX W 108Th St,4.37,6.72,6.9,7.32,13,15.2,14.5,14.9,15,16.4,7.75,2.62,,,,,
2/28/2022,13XX W 109Th St,5.70,8.00,7.70,7.40,6.70,14.00,28.00,36.00,36.00,27.00,2.40,1.50,,,,,
5/23/2021,13XX W 61St St,2.30,3.80,3.80,3.40,3.40,3.60,3.40,3.90,4.00,4.00,,3.10,1.30,1.30,1.20,1.40,
2/5/2019,13XX W Bryn Mawr ,5.76,6.14,6.16,6.4,6.18,6.68,7.92,7.7,8.03,9.72,19,15.9,9.99,3.06,1.68,,
4/1/2019,13XX W Byron ,12.60,20.00,18.4,13.1,18.4,27.4,28.4,23.9,10.6,5.2,3.36,3.03,,,,,
12/8/2021,13XX W Carmen Ave,5.40,5.70,9.20,11.00,12.00,12.00,12.00,12.00,14.00,17.00,10.00,3.00,2.70,2.60,2.40,,
4/9/2019,13XX W Cornelia ,10.80,11.20,12,13.6,14.2,13.6,14.6,17.6,22.3,29,17.9,5.25,4.48,4.41,4.16,,
7/15/2019,13XX W Granville ,10.20,12.30,12.3,12.8,12.5,11.9,1.4,12.1,10.7,10.2,6.86,4.72,,,,,
8/23/2016,13XX W Winona St,8.70,12.30,19.2,17.5,18.2,19,18,15.8,15.4,15.6,5.06,4.31,,,,,
12/7/2018,13XX W Winona St,3.85,4.02,4.3,4.52,4.48,4.18,3.89,4.03,4.03,4.03,4.4,1.24,1.26,1,<1,,
2/22/2022,14XX E 54Th St,5.69,5.05,4.91,7.32,8.80,9.22,7.95,6.24,4.96,3.86,3.23,<1,<1,<1,<1,,
2/8/2017,14XX E 54Th St,11.00,24.00,54.20,46.4,36.00,29.90,23.80,21.70,23.90,24.40,21.1,9.9,,,,,
9/15/2021,14XX E 66Th Pl,4.31,2.98,3.14,3.14,3.18,4.42,23.90,7.83,8.23,8.83,2.89,2.61,,,,,
12/20/2019,14XX E 90Th Pl,7.34,7.95,7.27,6.44,8.45,9.01,9.09,9.06,8.73,8.07,6.23,1.39,,,,,
9/28/2021,14XX N Kolin Ave,7.80,11.00,10.00,8.30,8.00,6.70,5.80,5.60,5.30,5.30,4.90,5.20,,,,,
5/27/2021,14XX N Lockwood Ave,4.60,4.20,3.30,3.40,3.30,3.20,4.00,4.90,4.60,6.20,,5.60,2.50,,,,
9/16/2019,14XX N Lorel Ave,7.80,9.15,8.77,9.34,8.83,8.59,11.20,14.70,15.00,15.20,15.70,13.40,16.90,6.51,5.88,,
10/18/2019,14XX N Massasoit ,4.59,5.68,2.78,2.91,2.49,4.2,2.32,2.39,2.5,2.98,2.12,1.65,,,,,
10/8/2021,14XX N Wood St**,8.40,13.10,17.80,18.30,13.70,12.60,14.10,9.95,8.08,8.04,6.78,6.44,5.37,5.06,4.88,,
12/13/2021,14XX N Wood St**,6.20,8.50,9.80,8.70,8.60,8.70,6.90,6.40,6.00,6.20,5.50,4.60,3.90,4.20,4.70,,
2/17/2022,14XX W 103Rd St,15.00,9.60,4.90,4.40,5.20,7.20,7.40,6.90,6.50,6.70,0.96,0.86,0.81,0.83,0.93,,
8/27/2021,14XX W 107Th St,2.48,1.48,1.98,2.02,1.81,3.13,2.58,3.11,4.81,5.31,4.32,1.01,<1,<1,<1,,
2/6/2020,14XX W 123Rd St,2.69,2.83,2.91,2.49,2.29,2.30,2.14,2.16,2.20,2.09,1.88,1.56,,,,,
2/7/2022,14XX W Carmen Ave,3.70,5.00,5.70,5.30,5.60,5.20,4.90,5.60,11.00,13.00,8.90,1.30,,,,,
1/31/2022,14XX W Edgewater Ave,15.00,29.00,28.00,25.00,19.00,20.00,20.00,13.00,7.80,6.00,4.40,4.00,,,,,
11/15/2021,14XX W Farragut Ave,5.23,6.26,8.30,12.70,15.30,14.80,13.50,12.50,12.30,12.10,12.60,7.93,2.29,1.52,1.27,,
8/9/2019,14XX W Flournoy ,19,50.2,77.5,31.8,27,24.5,29.1,23.6,21.1,18.8,11.7,9.69,,,,,
7/25/2018,14XX W Flournoy St,7.01,5.22,2.81,2.73,2.48,2.2,2.3,2.16,2.12,2.15,1.94,1.75,,,,,
5/24/2018,14XX W George St,6.00,7.26,7.91,8.17,8.39,8.56,8.73,8.92,9.33,9.46,18.1,9.98,,,,,
2/11/2020,14XX W Glenlake Ave,11.10,26.40,34.80,32.30,23.70,20.00,17.50,14.70,10.40,8.18,4.63,4.07,3.80,3.49,3.32,,
8/3/2018,14XX W Lill Ave,4.21,5.06,5.78,6.1,5.69,5.44,5.58,5.42,5.89,10.6,24.6,16,,,,,
10/31/2018,14XX W Lill Ave,5.29,6.04,6.09,5.17,5.59,10.6,19,19.8,15.9,17.7,2.77,2.21,,,,,
10/28/2016,14XX W Melrose St,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,,,,,
2/26/2020,14XX W Norwood St,6.02,13.10,18.80,11.20,9.80,8.42,8.36,11.80,12.00,11.40,4.02,3.50,,,,,
10/1/2018,14XX W Olive Ave,8.15,8.04,7.23,7.65,9.93,11.5,12.4,12.4,11.9,11.2,6.42,4.84,,,,,
3/3/2020,14XX W Rascher Ave,3.56,5.28,6.15,6.31,6.75,12.70,23.40,29.30,30.50,26.10,3.17,1.87,,,,,
2/17/2017,14XX W Rosemont Ave,3.08,3.66,3.83,2.22,3.46,5.12,6.31,5.71,6.22,10.40,17.3,<1,,,,,
8/10/2016,14XX W Superior St,148.00,116.00,38.1,19.9,17.1,15.9,15.9,14.9,14.4,14.3,,,,,,,
11/29/2021,14XX W Thome ,13.60,10.20,9.75,10.20,13.30,18.20,21.40,21.50,21.10,19.20,16.00,12.60,9.32,3.03,2.80,,
7/27/2018,14XX W Winnemac Ave,1.70,4.38,6.42,5.35,5.34,4.93,4.73,4.03,5.48,1.52,1.33,1.31,,,,,
6/6/2019,15XX E 76Th Pl,9.42,16.20,10.8,7.88,6.75,6.11,6.55,6.38,7.64,8.26,1.52,1.36,,,,,
12/17/2019,15XX E 84Th Pl,2.78,2.97,3.26,3.99,3.93,3.87,4.99,12.30,12.80,12.30,8.22,1.98,,,,,
11/16/2020,15XX E 86Th St,7.08,9.52,10.60,9.92,9.61,9.39,9.78,16.80,23.40,24.10,,16.00,3.76,,,,
6/16/2021,15XX E 86Th St,5.10,5.20,6.00,5.10,6.90,6.80,6.70,10.00,16.00,17.00,,12.00,2.80,,,,
7/1/2016,15XX N Claremont Ave,34.10,16.20,18.50,15.6,15.90,13.90,13.60,14.20,13.50,13.80,7.00,6.26,,,,,
8/3/2021,15XX N Kedzie Ave,5.17,5.63,0.90,7.00,7.14,7.38,7.47,7.12,6.77,6.18,7.24,4.57,3.73,3.68,3.32,,
5/28/2021,15XX N Long Ave,11.90,8.41,8.92,20.10,24.60,18.00,17.20,15.70,16.40,15.10,,14.60,5.86,5.20,5.56,4.34,
12/24/2018,15XX N Monticello ,9.84,11.00,9.69,8.83,7.82,7.62,8.2,8.49,9.64,10.2,,6.13,,,,,
8/23/2021,15XX N Wellington Ave,3.50,3.30,3.88,3.81,3.80,3.35,4.07,3.99,6.21,15.90,2.70,2.35,,,,,
8/4/2021,15XX W 100Th Pl,5.90,5.10,5.20,5.50,5.30,4.80,4.10,4.10,4.00,3.90,,3.90,3.60,,,,
8/15/2019,15XX W Edgewater Ave,9.29,20.4,26.2,24.1,21.4,19.6,22.4,23.3,15.2,8.09,6.92,6.58,,,,,
2/26/2020,15XX W Roscoe St,4.68,4.86,4.72,4.82,4.89,4.78,5.00,4.99,6.60,15.20,4.48,1.53,,,,,
10/27/2020,15XX W Wolfram St,7.09,5.39,7.34,9.36,9.44,11.00,11.50,12.40,8.61,8.68,,4.00,3.73,3.66,3.43,3.21,
10/19/2021,16XX N Burling St,10.30,6.43,5.92,5.92,5.68,5.85,6.50,7.17,7.51,8.66,12.20,32.20,32.60,10.70,3.37,,
10/13/2016,16XX N Cleveland Ave,31.10,11.90,9.93,8.82,9.16,8.41,8.15,8.02,7.83,7.82,7.77,7.47,,,,,
11/1/2021,16XX N Francisco Ave,14.60,27.40,26.90,27.20,29.30,29.20,33.40,33.80,36.10,40.20,30.50,14.50,9.28,9.05,7.54,,
6/4/2021,16XX N Keeler Ave,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,,,,,,<1,
7/10/2019,16XX N Mobile ,5.23,5.30,5.32,5.71,6.06,10.4,17.6,19.1,19.2,18.5,18.6,3.27,,,,,
9/3/2019,16XX N Nashville Ave,13.10,9.85,9.15,9.49,8.29,7.93,7.55,7.48,6.80,6.66,3.65,3.48,,,,,
11/8/2021,16XX N Normandy Ave,7.85,13.60,20.30,13.60,15.70,11.30,11.30,10.50,9.71,10.00,3.53,2.96,,,,,
3/24/2017,16XX W 100Th Pl,7.50,6.89,7.31,10.2,12.20,14.40,15.90,13.90,13.00,11.60,3.4,2.58,,,,,
10/21/2019,16XX W 102Nd St,20.5,23.6,20.9,22.7,25.2,38.3,39.2,39.5,37.4,32,32.9,7.78,6.46,6.15,5.75,,
7/14/2021,16XX W Albion Ave,1.02,1.53,<1,<1,<1,<1,<1,<1,1.42,1.53,,<1,<1,,,,
8/14/2019,16XX W Berwyn ,7.90,9.98,12.5,18.9,23,21.1,15.1,12.6,16.2,12.9,12.2,9.04,6,5.45,5.05,,
7/15/2019,16XX W Berwyn ,9.06,6.96,7.08,7,6.95,7.19,7.62,7.21,7.28,7.58,,6.74,5.81,5.4,5.25,,
12/19/2018,16XX W Hollywood ,5.02,7.62,11.8,11,8.73,9.09,9.69,10.8,12.2,12.5,2.89,2.47,,,,,
6/18/2019,16XX W Jarvis ,6.90,7.55,9.56,15.8,25.4,23.8,22.2,24.3,21.9,30.2,8.36,5.36,,,,,
7/12/2019,16XX W Lunt ,6.02,7.16,9.54,8.31,12.4,18,22.1,28.1,27,26.2,16.3,3.26,,,,,
12/27/2018,16XX W Summerdale Ave,33.90,41.30,34.90,34.9,44.4,71.4,69.1,68.1,64.3,56.3,52.2,16.2,9.98,6.49,5.7,,
1/27/2020,16XX W Touhy Ave,3.43,12.00,11.50,12.60,11.40,9.10,4.29,1.99,1.49,1.26,1.12,0.92,0.83,0.80,0.83,,
10/6/2020,1712 E 84Th St,1.21,1.28,1.42,2.08,1.44,1.83,2.06,2.54,2.32,2.38,1.60,1.12,,,,,
10/20/2020,1715 W 94Th St,2.14,3.48,3.64,4.30,4.65,4.60,5.12,4.60,5.65,7.35,5.68,1.72,,,,,
8/2/2018,17XX N Dayton St,6.76,7.42,7.6,7.21,6.87,6.92,6.95,7.71,7.5,8.36,18.7,20.1,,,,,
10/3/2019,17XX N Harding Ave,6.30,6.45,7.79,11.20,14.50,16.00,21.70,24.30,25.50,26.50,16.00,25.50,16.70,5.81,4.78,,
3/6/2020,17XX N Harding Ave**,4.53,7.08,10.00,11.00,10.10,9.25,10.20,11.10,9.35,8.26,7.26,1.66,1.34,1.27,1.20,,
11/2/2019,17XX N Lotus ,17.9,1.02,1.11,1.04,0.905,0.864,0.763,0.734,0.757,0.893,1.23,1.3,,,,,
6/7/2017,17XX N Melvina Ave,3.61,4.53,4.61,4.88,5.01,5.23,5.16,4.92,4.71,4.56,3.5,1.34,,,,,
7/19/2021,17XX N Merrimac Ave,8.67,8.42,11.30,12.00,21.10,12.80,16.90,22.00,23.40,22.90,,22.70,9.41,5.62,5.20,4.95,
7/19/2021,17XX N Mobile Ave,7.66,9.92,11.90,13.10,17.70,18.20,20.00,20.30,19.90,20.40,,,19.50,16.10,4.56,3.87,
7/10/2019,17XX N Narragansett ,11.70,15.00,18.7,16.8,14.5,16,20.4,23,29.2,27.8,,8.27,8.07,,,,
8/17/2021,17XX N Nashville Ave**,5.96,4.87,4.38,4.77,5.07,5.16,5.12,5.10,5.36,10.40,,20.00,,,,,
10/14/2021,17XX N Nashville Ave**,5.27,4.08,4.03,4.73,6.90,9.46,14.20,17.10,16.20,18.10,23.10,10.60,4.24,3.91,3.55,,
1/13/2020,17XX N Newland Ave,6.67,8.30,8.39,11.30,21.50,23.10,16.70,13.90,11.80,10.70,6.64,3.53,,,,,
6/21/2019,17XX N Normandy ,4.21,3.60,4.04,4.33,4.23,4.67,8.44,16.4,23,25.2,20.5,3.09,,,,,
3/29/2019,17XX N North Park ,2.65,4.56,12.4,14.6,18.1,23.7,24.2,19.8,17,14.8,7.06,2.48,,,,,
7/8/2016,17XX N Rutherford Ave****,11.80,9.33,8.37,8.4,8.73,11.40,16.60,36.90,39.20,39.10,34.80,5.43,,,,,
11/4/2016,17XX N Rutherford Ave****,7.96,8.49,9.65,11.7,15.2,18.8,23.6,34.4,38.6,38.6,33.3,4.59,,,,,
1/16/2018,17XX N Rutherford Ave****,5.17,7.93,8.6,9.27,6.62,7.34,7.77,7.35,7.56,6.82,5.34,2,,,,,
2/26/2018,17XX N Rutherford Ave****,4.23,5.31,5.64,6.67,9.1,10.2,10.8,10.4,9.44,8.88,6.4,1.61,,,,,
7/28/2016,17XX N Rutherford Ave****,17.40,21.20,23.2,23.8,24.6,27.7,29.6,34.5,36.7,35.7,31.1,9.98,,,,,
10/6/2016,17XX N Rutherford Ave****,10.70,9.93,11.3,14,16,17.4,19.5,21.6,32.1,50,56.7,18.1,,,,,
2/2/2018,17XX N Rutherford Ave****,22.60,20.80,25.60,26.1,25.10,23.40,22.00,23.10,23.90,23.80,16.1,4.4,,,,,
2/25/2020,17XX N Rutherford Ave****,22.60,20.80,25.60,26.10,25.10,23.40,22.00,23.10,23.90,23.80,16.10,4.40,,,,,
3/12/2019,17XX N St Michaels ,14.70,5.17,5.61,5.89,5.8,5.26,5.26,3.92,3.74,3.57,1.56,1.24,,,,,
12/6/2019,17XX N Talman Ave,10.70,12.50,17.40,22.00,24.20,24.10,22.10,19.60,18.70,17.10,10.90,6.63,6.21,5.75,5.53,,
8/25/2021,17XX N Troy St,45.60,4.63,6.25,4.07,4.15,3.80,2.90,3.00,5.85,5.90,2.65,1.96,,,,,
6/28/2019,17XX W 100Th Pl,3.75,4.00,4.45,7.69,5.72,6.74,8.99,11.9,15.3,16.2,4.86,2.64,,,,,
12/18/2019,17XX W 105Th St,5.12,6.05,6.18,6.02,5.80,5.93,5.93,6.00,5.90,5.55,4.57,2.80,2.66,2.54,2.49,,
10/14/2021,17XX W 106Th St,4.20,5.51,5.68,5.24,8.11,15.70,16.30,15.90,15.40,14.40,6.84,3.58,,,,,
4/5/2018,17XX W 18Th Pl,1.70,2.14,2.50,2.52,2.14,2.06,1.94,1.68,1.68,1.64,1.48,1.47,,,,,
6/16/2021,17XX W 89Th St,6.00,8.10,8.00,8.60,20.00,25.00,25.00,25.00,29.00,35.00,,7.00,6.00,,,,
4/12/2019,17XX W Albion ,7.64,7.76,7.88,7.3,7.04,13.6,21.5,21,21.3,21.6,18.4,2.61,,,,,
2/13/2019,17XX W Barry ,16.10,23.20,28.7,38.9,39.9,41.3,40,39.9,39.8,41.7,45.4,26.4,18.5,7.23,6.44,,
9/6/2019,17XX W Henderson St,8.28,11.50,12.30,13.20,13.30,12.80,11.30,10.30,9.20,7.80,6.72,6.00,,,,,
1/3/2020,17XX W Highland Ave,4.14,5.23,5.34,6.37,5.41,6.11,5.52,12.40,16.80,13.30,21.90,1.83,,,,,
9/22/2018,17XX W School St,3.50,4.38,5.89,5.52,4.84,4.18,4.26,3.68,3.44,3.25,3.42,3.07,,,,,
8/20/2019,17XX W Thorndale Ave,8.19,9.02,9.89,10.3,9.4,11.3,10.2,15.3,19.8,20.9,28.4,8.13,,,,,
12/9/2019,17XX W Wrightwood Ave,16.10,29.50,31.60,18.10,10.50,9.42,9.09,7.68,10.10,11.90,7.11,5.35,4.97,4.62,4.32,,
12/30/2016,18XX N Dayton St,5.93,8.04,10.6,10.2,19.5,23.8,24.9,25.8,27.3,28,26.3,4.8,,,,,
3/25/2017,18XX N Dayton St,7.18,8.45,15.10,17.3,18.20,17.70,16.90,17.70,17.90,16.40,14.8,11.3,,,,,
11/10/2021,18XX N Dayton St,6.40,5.80,5.90,6.10,5.80,6.20,7.10,7.40,8.00,8.30,20.00,19.00,19.00,3.10,2.80,,
7/16/2016,18XX N Dayton St***,9.75,14.00,15.00,16.2,22.60,27.20,27.80,29.50,29.20,25.40,28.4,21.8,,,,,
1/10/2017,18XX N Dayton St***,8.51,8.49,8.67,9.08,11.50,9.95,14.60,18.50,21.80,23.00,22.9,11.4,,,,,
1/10/2017,18XX N Dayton St***,6.47,6.74,7.03,7.23,7.72,8.32,8.59,8.93,12.60,17.40,15.8,10.8,,,,,
10/13/2016,18XX N Dayton St******,7.86,6.74,9.33,9.73,10.3,10.8,15.5,22.7,22,22.6,23.7,24.3,,,,,
1/10/2017,18XX N Dayton St******,10.80,8.30,6.89,7.06,6.78,6.55,6.75,7.29,8.67,13.30,16.8,12.3,,,,,
4/24/2017,18XX N Dayton St******,5.58,4.69,4.58,4.62,4.71,4.4,5.77,5.73,6.3,10.9,17.5,14.2,,,,,
7/24/2017,18XX N Dayton St******,5.42,4.14,4.2,4.33,4.27,4.62,5.26,5.72,8.33,15.1,17.6,18.7,22.4,3.41,3.08,,
6/4/2018,18XX N Dayton St******,5.36,5.32,5.14,4.74,4.49,4.31,4.65,4.92,6.2,11.3,15.1,15.8,16.2,3.53,1.94,,
10/13/2019,18XX N Dayton St******,7.86,6.74,9.33,9.73,10.30,10.80,15.50,22.70,22.00,22.60,23.70,24.30,,,,,
12/12/2019,18XX N Hudson Ave,7.29,7.35,7.17,6.58,6.35,6.86,6.45,6.11,6.88,8.14,11.20,11.70,5.96,2.40,1.81,,
10/30/2019,18XX N Larrabee ,4.78,8.75,9.98,8.48,5.68,3.25,1.59,1.18,1.2,1.11,1.04,0.978,,,,,
1/17/2017,18XX N Leaveitt St****,16.30,18.60,35.2,35.2,34.4,35.1,31.8,28,23.8,20.4,3.87,3.14,,,,,
5/2/2017,18XX N Leaveitt St****,14.20,17.00,23.40,20.8,20.80,19.60,18.80,19.50,17.40,15.00,5.34,4.66,,,,,
8/15/2017,18XX N Leaveitt St****,15.30,17.10,26.40,34.6,34.00,36.30,34.50,34.40,33.20,33.70,7.92,6.87,,,,,
10/5/2017,18XX N Leaveitt St****,9.76,10.80,21.00,37.9,38.30,37.70,36.00,38.00,38.80,37.80,26.5,6.65,,,,,
5/27/2021,18XX N Luna Ave,5.80,10.00,12.00,14.00,9.40,5.60,4.20,4.00,3.70,3.70,,3.40,2.80,2.10,2.00,1.90,
2/9/2022,18XX N Mobile Ave,2.60,25.00,3.70,6.60,10.00,10.00,8.80,7.60,7.20,6.30,6.00,2.10,1.60,1.50,1.50,,
3/13/2019,18XX N Mohawk ,9.02,9.77,10.1,9.97,9.4,13.6,20.9,22,24.4,24.1,20.6,13.5,4.51,2.32,2.02,,
1/24/2020,18XX N Mohawk St,9.02,9.77,10.10,9.97,9.40,13.60,20.90,22.00,24.40,24.10,20.60,13.50,4.51,2.32,2.02,,
12/13/2021,18XX N Natchez Ave,4.20,4.20,4.20,4.90,7.20,14.00,16.00,13.00,8.90,6.10,5.40,3.10,3.00,2.80,2.80,,
9/28/2021,18XX N New England Ave,4.10,5.60,8.90,6.40,7.10,7.80,6.50,6.60,7.60,7.80,10.00,5.00,,,,,
2/1/2022,18XX N Wilmot Ave,9.90,9.50,11.00,15.00,17.00,21.00,23.00,21.00,17.00,14.00,10.00,5.30,4.80,4.70,4.70,,
2/6/2019,18XX N Winchester ,10.80,10.80,6.18,5.99,5.76,4.43,5.9,4.94,2.78,2.18,1.82,1.59,,,,,
9/21/2019,18XX S Fairfield Ave**,11.20,10.90,16.30,36.40,30.70,28.00,20.30,20.70,20.70,19.30,17.10,6.48,5.97,5.71,8.00,,
9/28/2019,18XX S Fairfield Ave**,118.00,15.00,12.10,14.90,11.00,11.00,10.30,10.00,10.90,11.60,9.73,8.26,7.80,8.10,6.52,,
9/3/2019,18XX W 34Th St,6.12,7.33,10.60,11.80,12.80,30.90,38.40,36.20,27.60,20.80,7.43,6.80,,,,,
4/30/2016,18XX W Cuyler Ave,1.01,3.63,6.78,6.8,3.68,4.52,4.52,4.64,5.33,4.06,1.41,1.24,,,,,
7/26/2021,18XX W Estes Ave,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,,<1,<1,,,,
8/27/2016,18XX W Wellington Ave,5.77,7.00,8.41,9.07,8.44,9.32,11.6,15.7,17.1,16.1,10.2,2.07,,,,,
11/5/2019,19XX N Bissell ,5.08,7.02,10.2,11.6,15.7,14.4,13.3,12.2,11.7,12.1,3.59,1.9,,,,,
1/14/2017,19XX N Dayton St***,3.12,3.02,2.7,2.47,2.21,2.54,11.6,15.3,14.1,2.31,1.14,1.03,,,,,
4/22/2017,19XX N Dayton St***,4.06,3.85,6.88,11.9,11.1,11.3,11.6,12.2,12.3,12,16.9,9.71,,,,,
12/22/2018,19XX N Dayton St***,10.6,8.54,12.4,14.5,15,15.4,15.6,16.2,16.7,16.8,24.6,11.9,5.11,1.25,1.11,,
3/1/2019,19XX N Harding ,5.62,8.64,7.8,12.6,6.77,5.8,5.49,5.04,5.3,4.8,3.51,2.78,,,,,
9/16/2019,19XX N Humboldt Blvd,20.50,8.26,7.45,7.34,8.01,7.53,6.95,6.52,6.47,5.94,4.27,3.97,,,,,
11/24/2021,19XX N Lincoln Ave,8.20,11.20,6.56,6.94,7.16,7.53,8.22,13.00,16.20,16.30,19.50,9.02,3.34,3.28,4.26,,
12/9/2021,19XX N Oakley Ave,8.90,9.46,8.85,8.47,7.90,10.80,22.00,24.20,21.60,19.80,4.23,1.38,1.18,1.03,<1,,
11/9/2019,19XX N Wolcott ,3.75,6.39,7.72,11.3,9.87,8.47,7.93,7.89,7.56,6.13,8.11,,,,,,
3/19/2022,19XX S Loomis St,2.10,2.70,120.00,48.00,17.00,11.00,7.60,6.50,5.80,3.60,2.00,1.60,1.50,1.40,1.30,,
