"The results listed on this page are from residential homes in Chicago that have requested to have their water tested for lead. The results are anonymized to the block level, so the complete address of each home is not posted. In cases where a sample tests over 15 parts per billion (the action limit set by the EPA), the Department of Water Management will contact the homeowner to discuss the results and schedule a time to resample the water and inspect the home’s plumbing and electrical wiring to better evaluate possible causes.",,,,,,,,,,,,,,,,,,
Follow-Up Sequential Sampling,,Sequential Draws,,,,,,,,,,,Timed,,,,,
Date Sampled,Address,1st Draw,2nd Draw,3rd Draw,4th Draw,5th Draw,6th Draw,7th Draw,8th Draw,9th Draw,10th Draw,11th Draw,3 Minute,5 Minute,7 Minute,10 Minute,15 Minute,20 Minute
10/25/2021,28XX W 103rd Pl,6.00,7.60,6.60,7.40,12.00,17.00,20.00,21.00,21.00,21.00,3.60,4.10,,,,,
6/4/2021,28XX W 38Th St,3.23,3.33,3.84,4.20,4.15,3.72,3.71,3.56,3.19,3.16,,3.32,<1,,,,
10/29/2021,28XX W Balmoral Ave,3.60,4.50,3.70,4.90,6.20,6.00,5.00,9.50,9.80,9.20,7.30,2.50,2.30,2.60,2.10,,
9/6/2019,28XX W Chase Ave,13.30,15.70,17.00,18.60,18.10,18.80,23.50,25.60,25.20,24.80,7.65,5.99,,,,,
7/23/2019,28XX W Coyle ,5.92,4.85,5.82,6.01,6.07,5.65,7.6,9.73,10,10.4,12.1,3.5,3.29,3.21,2.94,,
2/28/2019,28XX W Dickens ,42.80,20.40,18.6,16.6,12.9,11.5,9.41,8.96,8.66,9,2.39,1.95,,,,,
6/10/2021,28XX W Division St**,38.00,48.00,53.00,52.00,51.00,51.00,47.00,46.00,51.00,49.00,,42.00,33.00,22.00,20.00,18.00,
8/4/2021,28XX W Division St**,37.00,52.00,58.00,55.00,57.00,55.00,53.00,53.00,55.00,55.00,,51.00,42.00,31.00,30.00,29.00,
11/30/2021,28XX W Eastwood Ave,13.90,13.80,12.60,12.20,19.20,32.40,29.40,24.80,25.10,29.50,9.32,7.85,7.33,7.12,6.51,,
4/15/2019,28XX W Giddings ,8.20,9.45,8.76,9.28,9.35,9.43,9.71,8.99,9.16,9.13,9.44,11.8,9.24,3.1,2.21,,
9/14/2021,28XX W Greenleaf Ave,6.81,9.05,12.00,13.00,13.40,14.80,21.80,29.00,29.10,30.00,23.90,4.22,,,,,
3/29/2022,28XX W Gregory St,5.72,10.10,16.50,16.90,17.50,17.90,17.00,14.20,14.00,13.20,8.08,2.16,,,,,
10/14/2021,28XX W Leland Ave,7.24,4.42,6.22,6.47,6.31,6.96,13.10,18.20,17.70,18.40,15.90,4.52,4.11,4.02,3.85,,
2/3/2022,28XX W Nelson St,4.30,5.20,18.00,21.00,19.00,17.00,15.00,13.00,11.00,11.00,9.60,2.00,,,,,
7/16/2021,28XX W Rascher Ave,3.90,2.80,3.00,4.00,6.40,8.00,9.00,8.90,8.70,8.40,,8.10,6.80,1.90,1.50,1.50,
9/24/2021,29XX E 101St St,6.90,13.00,7.20,6.40,7.00,7.30,8.20,12.00,13.00,14.00,11.00,2.80,,,,,
5/21/2021,29XX E 89Th St,4.94,5.21,4.28,4.00,3.93,3.81,3.63,3.71,3.48,3.47,,,3.34,3.31,3.25,3.27,
9/30/2021,29XX N  Woodard St,6.56,11.00,22.80,21.60,21.30,23.60,23.40,20.50,15.20,7.58,5.39,4.67,,,,,
2/9/2022,29XX N Burling St,11.00,20.00,24.00,22.00,21.00,18.00,15.00,13.00,10.00,7.30,3.00,1.90,,,,,
8/11/2018,29XX N Kenneth Ave,20.60,16.30,15.6,14.2,13.6,14.2,16.5,31,44.5,,,,,,,,
2/3/2022,29XX N Kildare Ave,3.30,7.70,8.80,9.10,9.10,6.40,4.80,4.50,5.10,5.20,1.50,1.10,,,,,
10/21/2021,29XX N Lowell Ave,8.70,19.00,15.00,15.00,15.00,16.00,16.00,16.00,17.00,17.00,19.00,4.70,,,,,
11/17/2020,29XX N Luna Ave,7.85,10.60,10.80,9.79,12.00,17.10,21.80,18.60,15.50,14.10,,15.10,5.49,,,,
11/10/2020,29XX N Melvina Ave,7.60,10.10,10.70,10.00,9.97,20.00,21.40,20.40,20.20,27.00,,9.53,3.16,,,,
7/30/2021,29XX N Nora Ave,6.10,7.70,8.40,7.80,16.00,12.00,10.00,17.00,13.00,8.20,,7.10,5.30,4.90,3.50,3.30,
8/7/2019,29XX N Racine ,6.98,6.94,6.6,18.8,22.2,21.3,21,22.1,19.7,18.5,15.8,3.36,,,,,
11/15/2021,29XX N Racine Ave,2.36,7.13,9.92,8.11,9.03,10.50,9.76,8.86,9.08,8.98,6.07,3.55,3.26,2.94,2.78,,
9/21/2021,29XX N Richmond St,9.31,10.40,11.40,11.30,11.50,11.40,14.30,23.20,27.60,28.80,16.50,4.02,,,,,
10/5/2021,29XX N Sacramento Ave**,175.00,121.00,111.00,65.90,52.20,42.20,39.40,38.20,34.60,43.50,15.00,10.30,,,,,
11/29/2021,29XX N Sacramento Ave**,33.80,28.30,16.80,26.30,24.60,18.50,16.90,17.60,18.30,19.50,5.11,4.31,3.99,3.75,3.40,,
1/6/2020,29XX N Spaulding Ave,2.87,2.29,1.92,1.55,1.57,1.67,2.50,4.10,4.78,4.68,1.51,0.99,,,,,
2/1/2022,29XX N Talman Ave,4.10,2.70,2.50,1.70,1.70,1.70,1.70,1.70,1.70,1.70,1.60,1.60,,,,,
6/28/2019,29XX N Troy ,3.66,5.23,8.14,9.21,9.46,10.9,11,10.6,10.6,10.3,3.04,2.72,2.72,2.68,2.5,,
10/15/2016,29XX N Troy St,5.43,4.90,5.44,8.91,21.4,20.6,20.3,19.7,17.9,16.8,18.8,6.13,,,,,
11/13/2019,29XX N Washtenaw ,5.58,11,11.8,13.8,12.6,11.1,11.6,12.5,10.3,8.43,4.24,3.77,,,,,
10/10/2018,29XX S Bonaparte Ave,19.80,14.90,13.7,9.66,8.59,8.27,7.04,8.7,8.87,7.71,5.34,5.14,4.97,4.93,4.84,,
7/23/2021,29XX S Haynes Ct,20.00,18.00,24.00,30.00,29.00,26.00,24.00,23.00,21.00,19.00,,21.00,8.00,7.60,7.50,7.20,
10/7/2019,29XX W 39Th Pl,10.10,10.50,10.10,9.73,8.10,9.64,10.40,8.56,6.09,5.17,4.46,4.01,,,,,
12/16/2021,29XX W Balmoral Ave,4.95,4.13,12.80,17.70,17.60,17.80,16.10,14.70,14.10,13.00,10.00,2.12,,,,,
9/15/2018,29XX W Belden Ave,9.12,8.79,21.3,19.3,19.6,16.3,15.9,15.1,15.4,15.9,2.3,6.09,5.98,5.52,4.9,,
12/28/2018,29XX W Birchwood ,4.56,4.97,5.16,6.35,6.28,6.14,6.26,6.13,5.85,5.96,8.04,2.68,,,,,
10/6/2016,29XX W Catalpa Ave**,2.04,3.01,3.27,3.28,4.08,5.11,3.48,5.32,9.07,9.91,9.59,12.8,,,,,
2/24/2017,29XX W Catalpa Ave**,1.47,2.48,3.72,3.92,3.79,3.82,4.20,9.89,13.80,14.70,15.6,13.6,,,,,
7/8/2019,29XX W Eastwood ,9.56,8.85,17.8,28,29,27.9,27.2,25.6,23.6,21.3,15.8,7.17,,,,,
12/15/2021,29XX W Giddings St,16.00,17.00,18.00,18.00,27.00,34.00,45.00,47.00,47.00,48.00,36.00,6.40,5.40,5.10,4.60,,
8/15/2019,29XX W Giddings St,9.85,9.77,10.2,10.3,10.5,10.9,10.7,26.5,34.1,35.2,6.9,5.89,,,,,
9/22/2021,29XX W Leland Ave,8.34,12.30,11.70,10.80,9.96,8.81,7.72,6.69,5.75,4.31,3.39,2.66,2.83,2.88,2.76,,
4/1/2019,29XX W Lunt ,5.78,5.54,5.36,5.39,5.66,7.92,10.6,11.3,11.1,11.9,10.4,3.25,3.06,3.05,2.87,,
3/24/2022,29XX W Pratt Blvd,5.60,6.50,7.10,7.90,7.40,7.30,13.00,15.00,15.00,14.00,13.00,2.70,,,,,
3/7/2019,29XX W Rascher ,9.02,7.21,5.05,9.49,10.5,10.9,12,13.6,13.2,17.1,15.8,3.64,,,,,
10/20/2021,2XX E 87Th St,5.01,5.88,5.53,4.48,4.07,8.12,17.80,19.90,19.10,15.60,2.51,2.20,2.09,2.04,1.92,,
9/5/2019,2XX E 90Th Pl,3.71,4.07,4.61,4.70,5.56,10.80,14.10,14.50,14.60,14.00,3.93,3.57,3.35,3.20,3.10,,
3/10/2022,30XX E 79Th Pl,10.20,20.00,19.60,16.00,14.90,12.30,10.40,7.56,5.68,5.22,4.92,4.39,4.08,3.86,3.59,,
7/28/2021,30XX N Christiana Ave,21.40,19.40,27.40,26.70,25.60,22.60,23.00,22.50,21.80,21.60,,20.80,8.68,8.50,8.18,8.03,
7/2/2019,30XX N Francisco ,2.85,4.48,5.31,6.65,7.38,9.14,10.9,14.2,16.5,15.5,15,2.49,,,,,
11/18/2021,30XX N Kenneth Ave,6.30,18.00,6.90,7.10,7.00,7.10,6.80,21.00,20.00,15.00,16.00,3.30,,,,,
11/15/2019,30XX N Leaveitt Ave,2.83,2.82,3.03,3.32,3.46,3.82,4.13,4.52,4.48,4.14,3.82,8.73,2.19,1.7,1.5,,
1/25/2022,30XX N Linder Ave,5.61,7.02,5.79,5.71,6.39,5.55,5.08,3.96,3.06,2.60,1.03,<1,,,,,
1/17/2020,30XX N Lowell Ave,6.81,8.13,9.89,8.09,8.24,12.00,22.00,21.00,28.00,31.50,10.60,3.12,,,,,
8/3/2021,30XX N Mango Ave,5.06,2.09,4.33,4.33,4.49,8.80,7.32,6.02,5.90,6.86,3.94,2.67,,,,,
11/8/2019,30XX N Oketo ,5.57,7.37,12.4,13.8,14.5,14.4,14.5,15.8,15.2,12.1,11.6,4.55,3.48,,,,
8/26/2021,30XX N Whipple Ave,6.63,17.50,20.70,27.30,27.60,26.00,24.70,23.10,20.50,20.40,12.90,6.46,,,,,
8/14/2018,30XX S Farrell St,4.7,4.94,5.62,7.46,12.4,15.6,15.2,14.1,14,10.8,5.26,4.86,,,,,
5/31/2018,30XX W Belden Ave,26.50,14.70,7.33,6.8,5.91,5.77,5.21,5.12,4.82,4.51,3.33,3.06,,,,,
2/5/2020,30XX W Chase Ave,21.80,17.40,15.40,15.30,20.70,28.20,28.50,26.20,24.30,16.80,20.50,7.07,5.42,5.07,4.67,,
3/21/2019,30XX W Diversey ,25.20,32.00,32.2,40,94.8,88,99.6,98.8,101,99.6,89.4,13.2,11.3,10.4,9.84,,
2/22/2017,30XX W Eastwood Ave,2.55,3.40,3.04,2.82,,,,,,,2.85,2.81,,,,,
6/2/2021,30XX W Fulton Blvd,5.50,7.71,16.40,33.00,18.80,16.70,13.70,12.10,11.20,11.20,,12.10,4.10,3.60,3.43,3.20,
9/18/2017,30XX W Warren Blvd,7.53,13.30,13.30,12.5,11.60,10.50,10.10,9.00,9.69,13.70,15,4.56,,,,,
12/17/2021,31XX N Bernard St,1.71,2.97,3.18,3.50,3.08,6.04,8.64,9.91,10.10,9.01,6.94,1.27,,,,,
12/6/2021,31XX N Clifton Ave,5.10,6.90,6.70,9.00,13.00,14.00,16.00,19.00,25.00,25.00,4.40,2.90,,,,,
10/1/2019,31XX N Oconto Ave,4.40,5.53,5.40,5.36,5.39,5.20,4.05,9.25,19.80,24.00,3.58,3.82,,,,,
9/15/2016,31XX N Osceola Ave,2.89,2.19,3.75,3.34,3.21,3.38,2.97,3.83,5.1,11.1,12.9,7.84,,,,,
12/7/2019,31XX N Richmond St,7.92,10.10,10.80,11.70,12.50,13.90,16.70,19.70,20.20,19.70,10.80,3.10,2.62,2.43,2.35,,
11/9/2018,31XX N Seminary Ave,9.79,10.10,9.24,15.9,14,13.3,16,9.35,5.11,4.64,3.8,3.65,,,,,
10/28/2019,31XX N St Louis ,7.34,15.8,35.7,33.7,19.6,16.7,16.2,17.5,16.2,15.2,7.47,5.03,,,,,
9/22/2018,31XX S Kedvale Ave,12.10,20.60,24.8,24.1,22.6,12.2,21.7,29.5,33,22.2,20,7.5,6.96,6.5,6.53,,
3/9/2020,31XX S Pulaski Rd,8.33,19.40,21.70,17.30,14.50,13.40,13.70,9.77,8.23,13.20,3.21,3.53,,,,,
8/29/2019,31XX W 103rd St,9.42,9.61,11,28.6,11,10.9,16.9,43.8,31.3,25.3,11.7,6.89,5.75,5.31,4.98,,
11/5/2016,31XX W 103rd St,5.42,7.00,7.52,7.67,8.3,20.2,21.4,19.6,17.6,18.8,16.4,3.38,,,,,
2/24/2020,31XX W Jarlath St,10.20,10.10,24.40,27.90,32.10,23.40,24.50,24.60,20.40,17.10,2.95,2.55,,,,,
6/17/2019,32XX N Albany ,4.27,6.14,7.16,13.2,14,11.6,9.96,8.56,6.4,6.88,5.88,5.67,,,,,
9/10/2021,32XX N Avers Ave,8.02,8.28,7.06,7.02,7.67,8.42,12.30,15.80,70.00,21.00,23.60,3.96,3.01,4.70,2.86,,
10/8/2019,32XX N Nottingham Ave,4.90,6.86,7.12,6.35,6.38,7.04,10.10,14.00,15.60,23.40,6.26,3.79,3.53,3.26,2.82,,
9/1/2021,32XX N Oketo Ave,9.40,9.40,9.70,9.90,11.00,13.00,15.00,15.00,15.00,13.00,,5.10,,,,,
1/15/2020,32XX N Plainfield Ave,3.68,4.04,3.22,2.96,3.51,3.75,6.98,7.27,9.62,11.00,1.27,1.07,,,,,
11/18/2017,32XX S Calumet Ave,9.54,14.10,17.40,18.1,19.00,18.80,19.70,19.60,19.70,,20,25.9,,,,,
10/30/2019,32XX S Carpenter,7.17,10.6,9.69,9.29,8.4,8.53,14.8,17.9,17.8,15.1,3.31,2.79,,,,,
7/16/2016,32XX S Carpenter St,4.76,6.95,8.5,9.83,11,12,13.1,19.2,25.3,24.2,14.1,4.21,,,,,
8/10/2018,32XX S Lituanica Ave,12.40,13.70,7.35,5.98,5.63,5.7,5.45,5.4,5.35,5.35,5.16,4.99,,,,,
8/27/2019,32XX S Lowe Ave,14,30.8,24.4,13,10.6,17.8,24.7,23,13,10.1,9.82,9,8.86,8.68,8.38,,
3/29/2019,32XX S Union ,7.41,6.82,10.6,10,12.9,15.4,15.5,12.9,10.8,9.89,6.66,2.03,,,,,
12/10/2021,32XX S Union Ave,11.10,13.80,11.20,9.46,9.59,9.04,9.09,9.02,8.17,6.54,3.52,2.86,2.88,2.66,2.51,,
10/27/2019,32XX W 112Th Pl,3.55,5.99,5.19,5.35,5.61,5.55,5.54,6.84,14.7,19.8,17.3,3.07,,,,,
9/13/2021,32XX W 84Th Pl,3.80,4.04,4.04,7.08,8.78,9.79,10.50,11.20,11.70,10.60,,6.61,,,,,
5/18/2019,32XX W Ardmore ,6.32,10.60,13.7,20.6,13.4,16.7,16.7,16.1,17.3,16,12.6,3.68,,,,,
1/30/2020,33XX N Kilpatrick Ave,3.75,4.99,4.99,4.78,5.32,6.76,5.67,4.37,3.96,3.79,1.75,1.21,,,,,
8/17/2019,33XX N Neva ,3.68,4.40,6.21,7.14,8.25,15,18.9,18.8,21.8,22.4,19.7,3.62,,,,,
12/1/2021,33XX N Newland Ave,5.20,6.20,7.30,7.30,7.60,7.80,8.80,9.90,12.00,12.00,5.50,3.20,3.00,2.90,2.80,,
5/28/2019,33XX N Odell ,3.46,4.36,4.57,4.67,4.82,4.93,5,5.04,4.48,4.12,3.27,1.93,,,,,
3/18/2020,33XX N Olcott Ave,4.19,5.41,5.46,5.19,8.01,13.50,12.80,11.60,10.70,7.46,2.74,1.36,,,,,
9/16/2019,33XX N Pacific ,8.10,8.90,10,11,17,16,18,18,20,25,15,5.6,4.9,4.5,4.5,,
9/20/2021,33XX N Plainfield Ave,7.97,10.30,17.40,25.10,22.60,21.20,19.50,19.90,20.00,21.40,20.10,5.01,4.21,3.69,3.47,,
3/2/2022,33XX N Pulaski Rd,1.37,1.88,2.82,1.75,1.44,1.40,1.07,<1,<1,<1,,<1,,,,,
3/7/2019,33XX N Ridgeway Ave,3.26,4.24,5.28,5.1,4.95,4.73,13.1,14.8,10.8,8.91,8.41,1.16,,,,,
5/18/2021,33XX S Calumet Ave,13.40,33.60,36.70,39.50,40.60,37.20,31.90,25.20,19.00,13.80,,8.05,6.77,5.99,5.98,5.20,
3/21/2022,33XX S Lowe Ave,9.40,18.00,21.00,20.00,17.00,15.00,13.00,11.00,9.40,7.60,5.70,5.20,4.90,5.00,4.60,,
9/27/2021,33XX S May St,8.80,19.00,19.00,7.90,7.90,12.00,13.00,12.00,11.00,14.00,8.20,6.10,,,,,
5/14/2019,33XX S Paulina St,4.27,4.82,4.73,4.46,5.09,5.02,5.36,5.37,5.49,5.67,17.4,3.07,,,,,
6/24/2019,33XX W Adams ,9.43,12.50,20.4,10.8,14.6,25,17.1,14.6,14.4,15.6,23.4,5.15,3.83,3.62,3.19,,
9/9/2016,34XX N Avers Ave,3.98,2.36,2.88,6.44,5.63,5.02,4.15,3.92,3.06,2.76,,2.53,,,,,
5/31/2017,34XX N Hamilton Ave,<1,13.60,1.30,3.4,2.66,2.75,2.26,<1,<1,<1,<1,<1,,,,,
8/5/2019,34XX N Kilbourn ,4.42,5.05,5.58,9.78,18.7,20.9,20.2,18.7,15.6,13.4,13.1,16.1,4.87,4.07,3.88,,
1/26/2017,34XX N Kildare Ave,15.60,45.60,40.00,43.8,42.50,37.80,33.30,26.60,25.30,22.20,21.2,6.13,,,,,
9/15/2018,34XX N Kildare Ave,13.00,16.40,17.4,19.7,21.4,30,28.9,29.8,30.3,29,18.7,8.97,8.15,7.66,7.44,,
8/1/2021,34XX N Neva Ave,7.39,4.94,5.44,6.40,8.96,11.20,11.00,12.20,13.60,14.10,21.40,3.62,,,,,
3/11/2017,34XX N Opal Ave,7.11,9.32,12.90,23.9,30.00,19.50,17.80,12.00,14.70,13.80,3.68,3.66,,,,,
5/20/2017,34XX N Pacific Ave*******,11.80,16.50,19.2,35.9,30.7,22.6,26.7,28.4,28,25.4,21.5,6.01,,,,,
8/24/2017,34XX N Pacific Ave*******,14.60,17.40,17.50,24.3,22.10,26.40,29.90,28.50,28.70,28.20,25.3,10.2,,,,,
3/6/2018,34XX N Pacific Ave*******,11.1,13.2,14.4,13.3,13.6,13.8,16.6,19.6,23.2,23.4,16.4,5.23,4.73,3.88,6.34,,
9/13/2018,34XX N Pacific Ave*******,12.20,12.50,20.8,18.2,35.4,27,26.6,28.3,30.2,28,26.6,9.55,8.55,8.14,7.62,,
11/21/2018,34XX N Pacific Ave*******,14.20,14.60,15.4,16,16.3,20.9,26,26.5,27.3,25,18.2,5.07,4.39,4.14,3.94,,
12/17/2018,34XX N Pacific Ave*******,4.76,4.10,4.86,5.74,10.5,11,19.1,22.4,21.7,21.7,15.4,3.32,3.3,2.88,2.93,,
3/25/2019,34XX N Pacific Ave*******,11,11,10,11,12,13,13,13,15,13,11,3.4,3.2,3,2.9,,
12/19/2019,34XX N Panama Ave,18.00,23.00,24.10,24.80,24.60,23.90,23.60,22.50,21.80,21.40,14.90,7.52,6.84,6.34,5.98,,
9/30/2019,34XX N Tripp Ave,9.36,11.60,13.70,14.50,15.30,14.00,14.50,17.90,22.00,23.20,23.10,8.70,4.43,4.14,3.84,,
10/1/2021,34XX N Tripp Ave,7.10,8.52,8.97,9.18,9.14,9.30,8.72,14.30,19.80,22.50,24.60,10.30,3.69,3.55,3.52,,
6/9/2021,34XX N Tripp Ave,5.33,6.23,6.86,7.10,7.28,7.72,7.19,10.90,14.70,16.50,,,17.70,8.36,2.86,2.80,
1/31/2020,34XX S Aberdeen St,3.92,4.20,3.41,3.42,4.04,10.20,11.20,4.73,8.98,9.07,1.29,1.02,,,,,
2/28/2022,34XX S Hermitage Ave,8.70,8.30,8.30,7.60,5.40,4.90,4.60,4.50,4.00,3.90,3.90,3.30,3.20,3.00,2.80,,
6/4/2021,34XX S Paulina St,3.28,5.60,6.22,9.16,9.62,9.08,8.42,8.51,7.54,7.41,,5.08,4.86,4.50,4.28,4.58,
8/18/2016,34XX S Union Ave**,7.66,7.64,7.3,7.3,7.05,6.94,8.12,10.9,13.6,,,15,,,,,
12/20/2016,34XX S Union Ave**,6.62,7.45,7.42,6.86,6.27,6.23,6.03,7.08,12,14.9,9.94,4.1,,,,,
9/25/2019,34XX W 115Th St,12.8,15.4,16.9,15.8,18.5,22.6,24.9,29.1,29,29.9,28.7,7.83,,,,,
6/19/2019,34XX W 116Th St,5.18,8.91,11.8,10,13.4,29.6,33.2,28.4,27.8,28.4,10.5,2.81,,,,,
11/13/2017,34XX W 66Th Pl,4.83,6.05,12.60,15.7,17.60,19.20,20.70,21.30,20.80,18.20,12.6,4,,,,,
4/1/2021,34XX W 82Nd Pl,8.11,11.90,20.20,247.00,31.80,41.20,48.60,48.20,43.50,42.30,,5.57,3.38,3.10,3.09,2.75,
1/25/2022,34XX W Beach Ave,2.20,3.40,4.00,4.10,4.00,5.10,9.60,16.00,13.00,11.00,11.00,2.10,,,,,
8/17/2021,34XX W Beach Ave,4.76,5.53,6.75,6.11,6.01,6.00,6.52,8.42,10.70,14.50,16.60,2.74,,,,,
8/16/2021,34XX W Hirsch St,6.21,7.97,8.75,8.36,7.87,8.67,14.10,18.90,22.40,24.70,21.70,5.18,4.42,4.20,4.17,,
3/9/2020,34XX W Medill Ave,5.58,8.21,21.60,27.50,26.80,20.90,17.20,13.10,14.30,10.60,2.91,2.51,,,,,
2/13/2020,34XX W Melrose St,12.30,19.40,21.90,20.90,19.20,18.00,15.90,14.60,17.70,23.60,7.14,4.73,,,,,
10/7/2021,34XX W Monroe St,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,,,,,
12/16/2019,34XX W Wrightwood Ave,4.85,4.24,4.35,4.04,4.21,9.06,13.60,19.20,16.20,10.10,1.58,1.32,,,,,
8/4/2021,34XX W Wrightwood Ave,7.30,9.12,17.00,16.00,17.80,18.60,7.10,14.40,14.10,,13.10,7.39,3.31,3.10,2.88,,
8/22/2019,35XX N Damen Ave,23.8,11.4,10.5,26.3,29.6,33.7,34.2,30.8,23.7,17.9,3.42,2.99,,,,,
7/20/2018,35XX N Kolmar Ave,8.14,9.82,10.4,10.9,10.8,17.6,20.6,22.1,21.3,20.4,26.9,7.6,,,,,
2/27/2019,35XX N Kolmar Ave,19.1,3.96,3.88,3.88,4.07,10.0,14.1,13.2,13.9,16.8,8.26,<1,,,,,14.50
10/25/2021,35XX N Leaveitt St,11.00,12.00,23.00,28.00,26.00,25.00,25.00,24.00,26.00,32.00,32.00,21.00,8.20,7.50,7.00,,
6/6/2019,35XX N Lowell ,5.80,8.50,30.9,38.2,25.1,20.6,18.7,16.6,21.2,20.4,7.88,4.27,,,,,
1/21/2020,35XX N Oriole Ave,2.28,3.67,10.50,8.09,7.10,9.26,11.60,10.30,10.30,9.06,5.38,1.64,,,,,
10/26/2019,35XX N Ozark Ave,1.65,2.92,2.47,1.83,1.9,3.44,5.99,12.3,11.8,8.99,2.99,1.33,1.25,1.25,1.2,,
1/31/2020,35XX N Seeley Ave,1.65,2.52,0.97,2.76,2.88,4.89,14.60,18.40,16.50,14.70,1.84,1.34,,,,,
5/9/2017,35XX S Dr Martin Luther King Jr Dr**,15.30,26.00,40.20,38.8,48.20,45.50,38.50,33.90,42.10,24.70,12.3,6.2,,,,,
8/3/2017,35XX S Dr Martin Luther King Jr Dr**,17.20,34.40,38.70,35.9,40.50,40.60,34.80,35.70,32.50,29.50,15.5,9.62,,,,,
8/10/2018,35XX S Hoyne Ave,11.30,15.00,20.6,22.1,16.4,16.4,17.6,15.8,16.7,15.5,15.8,9.64,,,,,
8/3/2019,35XX W 53Rd Pl,2.25,2.64,4.08,4.17,4.53,5.04,4.35,4.17,8.26,11.3,10.7,1.36,1.31,1.15,1.17,,
11/10/2021,35XX W 72Nd St,3.42,3.10,4.41,4.81,4.14,3.29,3.35,4.74,5.34,5.05,3.85,1.40,1.48,1.50,1.35,,
11/22/2021,35XX W 73Rd St**,8.80,15.00,12.00,11.00,15.00,16.00,16.00,15.00,14.00,14.00,12.00,2.80,2.40,2.30,11.00,,
4/15/2022,35XX W 73Rd St**,5.17,6.88,7.05,8.64,10.30,9.75,8.64,7.12,5.93,5.43,1.62,1.23,1.23,1.27,1.10,,
2/10/2022,35XX W 77Th Pl,5.70,6.00,5.60,4.60,4.30,8.80,15.00,16.00,14.00,13.00,7.50,1.50,,,,,
1/28/2020,35XX W Congress Pkwy,4.22,5.79,7.73,8.01,7.42,7.03,6.62,7.12,8.46,8.33,6.81,2.08,1.87,1.74,1.64,,
8/2/2018,35XX W Evergreen Ave,5.68,5.59,6.2,5.39,6.02,9.8,15.3,15.8,17.1,20.5,20.7,3.4,,,,,
3/5/2020,35XX W Hirsch St,9.25,10.20,14.90,41.40,19.60,13.30,13.80,8.05,8.34,10.40,11.20,2.95,2.72,2.55,2.41,,
2/17/2022,35XX W Melrose St,170.00,74.00,42.00,14.00,12.00,14.00,17.00,65.00,12.00,6.70,4.30,6.00,3.00,4.40,3.00,,
1/26/2022,35XX W Pierce  Ave,3.80,5.10,5.20,5.90,6.80,7.60,7.20,9.70,17.00,19.00,11.00,1.70,,,,,
2/15/2019,35XX W Pierce Ave,4.56,491.00,420,231,73.7,39.6,29.7,32.4,24.7,11,6.59,3.14,,,,,
1/14/2017,35XX W Pierce Ave,3.46,3.26,3.25,3.92,3.95,3.34,3.17,2.97,2.18,2,1.96,1.61,,,,,
8/28/2019,36XX N Artesian Ave,3.86,5.6,5.91,6.21,4.25,7.82,9.76,10.4,10.1,9.91,4.29,3.71,,,,,
3/28/2019,36XX N Campbell ,13.60,14.10,15.6,12.8,21.2,33.1,34,29.8,28.3,29.9,13.8,3.17,,,,,
9/1/2021,36XX N Christiana Ave,3.15,3.90,4.40,4.64,4.69,4.79,5.50,9.06,21.20,25.20,2.78,2.25,,,,,
3/4/2020,36XX N Harding Ave,6.82,6.30,9.49,18.80,17.30,14.40,14.10,13.40,12.70,12.50,2.20,1.59,,,,,
10/1/2018,36XX N Kimball Ave,7.44,7.28,6.5,6.5,7.51,6.02,5.51,5.21,6.54,19.3,24.9,3.64,,,,,
10/13/2021,36XX N Sacramento Ave,8.24,20.50,9.36,6.04,9.02,20.80,13.10,10.10,15.90,19.30,16.50,3.80,,,,,
1/31/2022,36XX N Sacramento Ave,10.00,8.80,7.90,7.60,7.10,7.90,7.80,7.10,4.00,2.90,2.60,2.40,2.20,10.00,9.60,,
2/10/2020,36XX N Tripp Ave,7.20,19.20,26.10,14.20,13.10,13.80,11.80,12.00,11.70,11.30,14.30,12.90,,,,,
8/17/2019,36XX S Hoyne ,355,41,37.9,6.35,3.36,1.49,1.57,1.26,1.58,1.31,1.4,0.754,,,,,
7/27/2021,36XX S Wallace Ave,1.03,1.13,1.78,2.04,2.12,2.02,2.18,2.49,2.16,1.78,,1.34,7.90,1.08,<1,<1,
7/27/2016,36XX S Winchester Ave,6.52,6.58,7.38,4.9,9.17,10.7,8.88,8.11,9.26,10.5,8.89,5.23,,,,,
2/25/2019,36XX W 107Th ,9.97,17.30,17.5,24.1,27,23.7,23,21.2,17.7,15.7,2.25,2.08,,,,,
5/16/2016,36XX W 115Th St,2.09,2.11,2.12,2.23,2.24,2.26,2.25,2.06,1.87,1.82,1.75,1.65,,,,,
2/23/2022,36XX W 117Th St,8.10,7.00,8.30,7.10,14.00,17.00,14.00,13.00,13.00,12.00,14.00,1.70,,,,,
1/27/2020,36XX W 79Th Pl,14.70,12.60,24.70,12.90,8.37,8.24,9.29,10.10,7.23,6.69,4.41,2.20,,,,,
6/11/2018,36XX W 79Th Pl,24.10,10.80,13.3,11,13.6,17,18,18.6,17.5,16.8,19.4,5.43,,,,,
12/20/2017,36XX W 86Th St,7.10,6.40,6.45,6.9,13.2,14.3,13.2,12.5,11.9,12,12.5,3.14,,,,,
