CAMNT,sm001,sm002,sm003,sm004,sm005,sm008,sm009,sm010,sm011,sm012,sm013,sm016,sm017,sm018,sm019,sm020,sm024,sm025,sm026,sm027
CAMNT_0023941441,4,10,6,6,14,36,7,3,5,7,14,34,2,5,6,14,59,6,7,7
CAMNT_0023941453,17,8,7,20,13,15,6,9,4,8,13,14,5,3,6,13,9,11,15,3
CAMNT_0023941489,16,26,21,19,16,23,17,27,15,19,16,40,26,15,26,16,24,10,15,18
CAMNT_0023941505,13,16,8,15,15,18,14,11,5,7,15,17,11,16,5,15,16,13,11,15
CAMNT_0023941751,12,21,5,8,10,10,5,17,12,17,10,9,7,8,10,10,9,18,11,5
CAMNT_0023941781,10,24,44,31,20,29,15,17,13,9,20,41,33,31,25,20,14,13,12,10
CAMNT_0023941829,17,17,12,29,26,24,12,30,12,17,26,33,19,9,18,26,21,12,15,10
CAMNT_0023941929,24,41,29,46,53,38,33,17,14,15,53,13,29,16,18,53,24,21,7,10
CAMNT_0023942017,12,24,10,18,10,8,13,13,8,13,10,12,21,8,10,10,6,11,20,8
CAMNT_0023942047,11,11,8,7,12,15,2,14,2,10,12,14,11,10,9,12,6,16,8,3
CAMNT_0023942345,11,15,13,11,7,9,6,14,4,10,7,11,4,12,10,7,9,13,15,5
CAMNT_0023942347,39,36,38,47,70,22,26,24,23,31,70,34,15,22,33,70,19,28,27,22
CAMNT_0023942387,9,12,9,14,11,17,9,10,5,9,11,11,9,3,4,11,14,6,9,9
CAMNT_0023942431,16,29,66,96,65,9,9,26,41,90,65,27,32,31,113,65,21,16,32,70
CAMNT_0023942499,53,46,38,77,78,80,44,57,26,41,78,125,51,40,62,78,56,70,48,34
CAMNT_0023942517,28,69,63,130,76,14,23,63,58,99,76,34,32,77,100,76,51,39,86,72
CAMNT_0023942573,14,13,15,11,3,10,21,10,5,21,3,6,12,4,6,3,9,9,7,2
CAMNT_0023942579,4,25,17,9,2,7,12,26,11,11,2,0,11,18,16,2,1,5,9,14
CAMNT_0023942633,11,10,15,19,12,8,12,16,6,8,12,10,8,13,15,12,12,15,9,12
CAMNT_0023942743,9,10,8,18,10,8,13,17,6,6,10,18,19,21,20,10,15,6,9,11
CAMNT_0023942873,13,12,11,21,13,12,8,10,6,18,13,10,7,14,13,13,16,19,12,6
CAMNT_0023942895,8,22,13,19,12,8,6,10,23,10,12,12,14,11,15,12,14,2,16,10
CAMNT_0023942897,26,18,11,46,38,33,14,24,14,17,38,32,19,27,21,38,22,16,16,4
CAMNT_0023942973,9,25,18,19,9,4,9,16,10,23,9,16,10,10,16,9,4,14,20,16
CAMNT_0023943085,13,12,9,15,9,6,12,10,6,12,9,12,3,9,7,9,17,7,8,9
CAMNT_0023943093,16,19,8,15,19,17,17,17,12,8,19,46,10,10,5,19,18,22,8,3
CAMNT_0023943159,5,15,12,17,19,10,13,13,11,15,19,39,20,13,17,19,9,22,10,5
CAMNT_0023943181,15,24,21,23,21,21,9,15,14,13,21,41,18,10,17,21,26,17,9,5
CAMNT_0023943183,8,7,14,16,9,6,27,12,5,9,9,5,19,6,7,9,8,17,9,10
CAMNT_0023943209,10,16,3,16,24,16,18,18,20,4,24,14,13,12,7,24,17,11,6,5
CAMNT_0023943215,13,14,9,13,5,9,11,12,15,11,5,15,2,3,2,5,23,13,6,6
CAMNT_0023943217,17,14,12,12,23,14,19,17,12,11,23,21,22,15,13,23,7,13,11,6
CAMNT_0023943339,8,5,6,3,11,25,11,4,1,4,11,27,13,3,13,11,12,7,9,5
CAMNT_0023943377,16,18,15,24,24,18,12,13,15,9,24,19,12,24,15,24,13,4,10,9
CAMNT_0023943443,38,62,55,50,51,45,42,44,32,49,51,49,36,46,42,51,32,34,43,24
CAMNT_0023943463,20,14,7,20,16,12,12,11,13,6,16,26,30,23,8,16,15,22,8,4
CAMNT_0023943695,10,17,9,15,11,7,15,14,7,15,11,19,15,23,12,11,19,9,14,11
CAMNT_0023943767,94,98,45,63,69,73,31,76,52,70,69,103,74,74,89,69,67,65,56,46
CAMNT_0023943885,10,15,9,12,7,13,7,12,15,15,7,12,5,6,10,7,5,13,9,8
CAMNT_0023944101,13,15,5,17,7,36,23,23,14,19,7,15,11,9,14,7,17,13,12,4
CAMNT_0023944261,11,15,10,15,7,9,9,8,6,9,7,10,17,9,6,7,5,14,7,6
CAMNT_0023944263,18,20,24,18,18,27,10,17,9,44,18,28,15,24,50,18,26,19,24,12
CAMNT_0023944269,22,32,14,25,21,35,21,27,4,22,21,42,12,14,29,21,26,19,21,10
CAMNT_0023944321,16,19,12,21,12,12,14,11,10,8,12,6,6,12,3,12,11,15,10,6
CAMNT_0023944391,14,24,13,22,15,8,15,13,9,17,15,19,30,9,22,15,14,14,9,11
CAMNT_0023944427,13,15,6,19,13,6,13,8,8,17,13,23,26,5,6,13,15,10,11,5
CAMNT_0023944451,13,27,23,27,21,12,14,31,14,16,21,19,16,17,20,21,17,25,22,23
CAMNT_0023944453,11,32,18,20,18,19,20,27,10,27,18,25,27,34,31,18,24,24,13,14
CAMNT_0023944537,5,8,4,12,8,10,7,16,6,7,8,19,6,7,9,8,8,15,11,8
CAMNT_0023944609,18,20,15,17,20,15,7,27,29,13,20,28,21,17,27,20,11,29,26,14
CAMNT_0023944659,111,136,137,33,51,44,48,52,48,24,51,59,51,8,49,51,13,45,64,25
CAMNT_0023944671,10,15,8,18,11,8,8,14,9,10,11,9,8,14,8,11,20,9,11,11
CAMNT_0023944747,17,22,11,14,13,14,11,16,9,16,13,20,12,22,23,13,11,14,14,13
CAMNT_0023944787,37,25,27,43,40,51,35,54,35,38,40,52,40,43,36,40,62,25,31,31
CAMNT_0023944899,57,58,53,71,62,77,49,49,44,41,62,99,53,72,58,62,88,71,66,43
CAMNT_0023944917,13,47,44,38,18,24,16,37,46,35,18,54,37,32,76,18,9,28,12,25
CAMNT_0023944991,22,32,26,46,43,39,24,26,19,24,43,74,22,36,34,43,20,25,29,29
CAMNT_0023945021,22,39,12,15,24,46,34,40,16,32,24,20,8,22,31,24,75,14,13,35
CAMNT_0023945137,44,27,21,49,40,50,23,27,21,30,40,44,29,30,23,40,25,25,20,27
CAMNT_0023945239,6,15,6,11,14,2,5,9,9,23,14,5,6,7,16,14,12,16,6,9
CAMNT_0023945271,47,70,54,71,32,44,42,86,54,49,32,65,50,74,84,32,48,73,63,48
CAMNT_0023945455,10,20,12,9,3,5,6,27,15,15,3,8,2,11,10,3,6,5,22,12
CAMNT_0023945481,27,25,37,37,29,29,20,43,26,36,29,35,32,38,41,29,42,37,29,46
CAMNT_0023945617,14,17,1,14,5,3,7,29,2,9,5,17,0,6,10,5,16,1,23,17
CAMNT_0023945801,18,15,24,27,19,21,10,21,17,22,19,18,8,10,9,19,15,11,9,11
CAMNT_0023945893,11,4,26,5,8,18,11,12,17,2,8,13,10,25,10,8,14,17,17,21
CAMNT_0023946179,56,52,21,50,53,45,43,55,28,33,53,57,53,26,36,53,35,48,39,23
CAMNT_0023946361,7,9,11,20,11,13,3,4,8,12,11,4,6,11,12,11,7,4,9,13
CAMNT_0023946485,9,11,8,9,8,11,7,13,5,11,8,11,4,9,22,8,9,7,9,3
CAMNT_0023946543,13,8,18,6,11,8,9,19,8,17,11,24,22,13,16,11,15,14,14,7
CAMNT_0023946617,6,13,14,22,16,32,24,23,4,36,16,34,10,21,29,16,10,17,21,19
CAMNT_0023946623,22,30,12,26,52,55,26,29,18,12,52,52,13,13,15,52,28,32,24,7
CAMNT_0023946775,20,13,14,17,25,28,15,10,10,7,25,36,30,23,19,25,15,16,19,6
CAMNT_0023946833,12,32,47,108,30,7,14,17,38,49,30,5,8,13,42,30,4,14,12,16
CAMNT_0023946875,10,11,7,10,7,3,2,13,7,10,7,14,8,10,17,7,6,12,4,5
CAMNT_0023946921,13,28,35,24,19,12,16,19,24,15,19,19,11,13,19,19,10,18,12,24
CAMNT_0023946939,2,12,12,50,27,6,7,18,21,13,27,5,0,13,23,27,1,3,7,13
CAMNT_0023946955,21,20,25,16,18,25,18,20,21,14,18,25,19,15,24,18,34,18,26,21
CAMNT_0023946971,20,23,11,22,26,21,24,21,14,15,26,38,20,30,22,26,23,23,25,17
CAMNT_0023947053,92,125,113,114,118,101,85,68,44,119,118,237,121,138,163,118,108,108,92,41
CAMNT_0023947057,4,15,31,44,22,0,1,20,28,37,22,4,1,13,31,22,1,2,23,46
CAMNT_0023947077,11,13,4,16,32,9,4,10,14,8,32,19,15,6,11,32,9,8,3,4
CAMNT_0023947317,8,8,3,7,9,11,12,8,8,9,9,21,5,14,9,9,4,19,7,7
CAMNT_0023947333,13,11,16,17,14,14,19,20,13,12,14,14,10,18,20,14,13,14,26,25
CAMNT_0023947533,23,25,17,35,35,35,18,17,23,34,35,56,24,31,30,35,15,36,20,15
CAMNT_0023947605,18,19,13,17,17,13,6,10,5,14,17,14,7,7,26,17,11,13,5,5
CAMNT_0023947611,417,796,617,532,427,770,367,720,326,441,427,917,617,505,599,427,531,741,520,352
CAMNT_0023947753,41,41,70,41,51,50,27,54,55,44,51,86,72,54,83,51,67,71,56,41
CAMNT_0023947795,13,10,6,16,13,17,6,13,9,8,13,12,6,10,15,13,18,14,16,35
CAMNT_0023947809,14,24,21,40,13,17,17,26,8,50,13,28,18,26,42,13,17,19,23,15
CAMNT_0023947815,34,34,21,44,39,35,25,22,22,25,39,42,59,40,35,39,20,31,22,24
CAMNT_0023947871,8,6,6,12,16,7,7,6,9,8,16,18,7,7,5,16,11,13,3,7
CAMNT_0023948037,40,52,38,72,59,66,43,54,30,40,59,101,67,37,45,59,53,61,46,29
CAMNT_0023948049,51,52,45,71,56,43,39,46,24,47,56,65,54,78,66,56,46,56,50,33
CAMNT_0023948057,14,26,12,9,13,24,14,24,9,19,13,26,9,5,19,13,16,19,15,6
CAMNT_0023948069,25,27,19,21,29,17,24,16,18,14,29,24,24,9,13,29,24,16,18,10
CAMNT_0023948115,21,21,20,23,15,21,16,20,23,15,15,41,24,15,34,15,26,25,44,24
CAMNT_0023948349,9,8,12,24,12,14,6,12,5,11,12,8,8,10,17,12,16,9,7,13
CAMNT_0023948387,15,10,13,9,9,7,4,15,4,7,9,8,9,13,8,9,13,10,10,5
CAMNT_0023948469,17,11,12,11,13,16,6,14,16,11,13,10,14,23,11,13,17,16,9,7
CAMNT_0023948937,1,24,11,3,5,2,5,36,8,13,5,7,9,27,6,5,2,6,24,8
CAMNT_0023948993,17,20,19,15,23,20,17,11,26,20,23,22,13,15,18,23,18,16,25,15
CAMNT_0023948995,6,22,52,40,22,8,8,15,13,48,22,17,2,11,30,22,5,5,11,25
CAMNT_0023949083,2,6,5,13,17,12,8,11,7,15,17,6,11,8,8,17,10,9,11,3
CAMNT_0023949253,17,18,6,25,11,17,6,4,6,7,11,15,13,8,14,11,16,21,7,4
CAMNT_0023949287,5,19,54,102,56,8,8,37,40,67,56,7,10,15,67,56,4,4,28,41
CAMNT_0023949347,14,25,12,23,16,17,16,21,14,30,16,31,17,21,31,16,17,30,14,10
CAMNT_0023949439,14,27,24,32,16,16,22,22,23,35,16,26,23,21,57,16,29,20,14,40
CAMNT_0023949559,13,20,11,27,20,17,7,13,16,14,20,26,10,18,15,20,22,10,10,8
CAMNT_0023949815,7,12,16,8,6,10,12,8,5,12,6,19,5,8,11,6,14,12,8,4
CAMNT_0023949843,28,25,23,20,19,18,18,22,11,29,19,20,29,22,32,19,29,15,20,14
CAMNT_0023949885,16,13,17,15,14,18,12,18,12,18,14,27,6,12,20,14,9,17,12,17
CAMNT_0023949929,11,6,18,10,7,14,3,8,14,18,7,16,12,8,6,7,4,12,6,2
CAMNT_0023950035,4,13,7,9,11,12,13,10,9,8,11,17,11,7,10,11,8,10,13,7
CAMNT_0023950307,5,8,10,15,15,17,10,5,5,10,15,22,1,16,2,15,16,13,3,5
CAMNT_0023950351,11,20,14,6,11,21,14,17,12,8,11,11,12,14,8,11,11,7,12,11
CAMNT_0023950387,9,19,19,49,24,10,8,14,20,33,24,8,10,8,32,24,9,11,10,14
CAMNT_0023950417,18,21,23,32,24,55,13,27,14,16,24,27,25,18,32,24,27,18,15,23
CAMNT_0023950467,2,9,12,11,8,17,18,9,4,2,8,6,6,6,7,8,3,18,10,11
CAMNT_0023950547,19,21,11,29,15,12,17,21,17,17,15,25,13,27,26,15,23,19,32,15
CAMNT_0023950625,5,10,9,21,16,2,4,10,19,11,16,12,9,13,21,16,16,20,13,19
CAMNT_0023950637,9,22,22,24,19,12,19,26,22,15,19,23,23,13,31,19,13,13,14,24
CAMNT_0023950703,25,15,17,28,15,14,23,28,15,18,15,21,15,27,20,15,13,24,23,20
CAMNT_0023951029,7,9,17,12,14,18,7,5,7,11,14,27,8,11,10,14,15,8,7,7
CAMNT_0023951177,21,24,21,20,22,33,12,17,16,8,22,36,11,14,19,22,28,24,11,8
CAMNT_0023951179,339,345,396,402,331,332,320,379,273,326,331,457,326,354,384,331,357,337,362,266
CAMNT_0023951319,9,16,11,6,8,7,10,3,8,10,8,18,13,14,3,8,8,6,7,6
CAMNT_0023951525,9,21,8,16,9,16,9,13,4,13,9,11,15,5,16,9,12,17,10,3
CAMNT_0023951673,10,22,8,15,17,15,15,13,5,11,17,15,19,6,17,17,13,22,10,6
CAMNT_0023952029,17,22,13,31,32,20,14,10,11,20,32,22,15,14,21,32,19,10,8,8
CAMNT_0023952055,15,14,11,12,12,6,12,8,11,15,12,21,16,11,16,12,12,11,11,9
CAMNT_0023952293,3,16,5,14,25,25,12,18,5,5,25,29,24,22,10,25,7,8,13,3
CAMNT_0023952555,12,10,6,20,7,18,5,20,6,6,7,12,6,7,11,7,18,12,8,5
CAMNT_0023952727,16,77,55,31,31,51,22,4,57,44,31,37,34,204,33,31,44,32,89,71
CAMNT_0023952983,19,21,10,10,8,6,5,10,13,9,8,2,11,6,8,8,18,8,15,15
CAMNT_0023953107,4,8,10,27,20,6,2,9,7,18,20,9,4,6,18,20,7,4,0,17
CAMNT_0023953365,14,10,11,13,12,7,9,12,3,13,12,10,9,9,7,12,5,4,8,10
CAMNT_0023953657,10,13,9,9,10,15,10,13,10,14,10,10,7,12,9,10,13,9,9,4
CAMNT_0023953879,140,44,94,67,92,145,112,19,16,18,92,173,92,72,119,92,75,66,110,33
CAMNT_0023954275,36,13,28,41,14,29,17,32,8,10,14,14,27,10,19,14,31,6,25,38
CAMNT_0023954387,38,43,21,56,43,41,32,42,20,17,43,33,27,23,27,43,38,23,24,14
CAMNT_0023954621,24,20,17,20,12,18,25,24,19,33,12,28,48,25,40,12,19,28,35,22
CAMNT_0023954757,27,30,12,55,66,42,22,35,22,22,66,63,27,38,16,66,23,26,28,22
CAMNT_0023954849,69,60,29,110,59,75,39,66,41,51,59,138,86,38,55,59,70,80,44,49
CAMNT_0023954897,24,9,7,11,12,11,4,19,12,8,12,8,8,13,8,12,9,12,11,13
CAMNT_0023955001,43,20,7,17,25,19,14,17,7,24,25,19,12,18,9,25,19,18,9,7
CAMNT_0023955035,5,12,13,8,5,9,7,13,5,14,5,12,6,10,14,5,10,14,12,6
CAMNT_0023955065,225,296,269,290,223,333,285,324,147,241,223,460,292,240,332,223,266,331,205,174
CAMNT_0023955293,27,16,19,14,13,13,11,19,15,11,13,19,14,12,13,13,11,29,22,11
CAMNT_0023955517,11,20,9,9,17,13,3,11,4,4,17,6,9,5,4,17,20,8,2,2
CAMNT_0023955715,28,16,7,19,8,10,11,24,31,20,8,15,8,12,18,8,4,11,4,18
CAMNT_0023956099,2,0,27,8,4,7,6,17,4,3,4,80,22,34,3,4,1,0,8,8
CAMNT_0023956531,51,74,53,56,36,49,39,81,47,55,36,72,38,62,75,36,51,57,60,32
CAMNT_0023956905,37,46,36,51,57,32,42,60,25,43,57,79,56,44,58,57,35,35,33,35
CAMNT_0023956919,15,15,15,25,13,21,12,18,9,14,13,14,11,10,16,13,20,17,8,9
CAMNT_0023956979,36,29,17,50,65,40,38,45,31,27,65,78,33,46,26,65,38,28,23,18
CAMNT_0023956999,39,43,21,39,41,70,19,94,21,31,41,41,33,48,41,41,14,52,37,27
CAMNT_0023958089,19,26,14,28,17,11,12,19,16,24,17,32,16,8,21,17,23,35,20,9
CAMNT_0023958297,15,8,16,13,16,23,11,18,3,18,16,5,12,11,7,16,11,16,7,4
CAMNT_0023958341,6,1,2,14,0,3,12,3,7,0,0,3,36,6,0,0,69,0,2,0
CAMNT_0023958711,6,13,6,15,8,10,4,5,6,10,8,18,9,14,11,8,11,12,11,9
CAMNT_0023958719,8,18,9,22,14,22,13,20,14,12,14,22,25,15,13,14,22,16,8,8
CAMNT_0023959075,31,9,10,26,30,39,12,26,17,20,30,50,21,20,12,30,15,14,8,10
CAMNT_0023959343,16,17,41,14,13,11,14,18,11,14,13,6,9,1,16,13,11,15,16,9
CAMNT_0023959429,19,10,6,14,17,25,13,7,4,2,17,55,19,10,4,17,47,28,13,1
CAMNT_0023959611,10,15,8,13,11,4,8,11,3,9,11,22,9,10,15,11,9,10,11,12
CAMNT_0023959613,5,9,13,14,10,14,11,16,11,20,10,19,13,18,29,10,3,11,8,12
CAMNT_0023959877,20,27,24,15,17,16,17,19,14,24,17,13,8,12,19,17,19,17,16,13
CAMNT_0023959901,13,6,6,18,8,8,4,10,11,13,8,17,9,7,9,8,7,10,25,9
CAMNT_0023960047,21,9,10,8,23,7,27,8,7,8,23,36,38,15,10,23,18,15,17,5
CAMNT_0023960303,24,19,15,13,7,14,1,9,5,8,7,3,7,4,4,7,4,17,11,4
CAMNT_0023960523,41,40,55,32,34,16,31,37,32,28,34,47,29,31,48,34,39,25,41,23
CAMNT_0023960797,22,25,10,12,6,11,9,15,7,8,6,21,3,4,5,6,14,15,2,6
CAMNT_0023960837,19,17,38,19,11,20,13,17,11,19,11,31,7,17,34,11,17,19,17,20
CAMNT_0023961047,15,10,5,21,10,11,2,13,9,10,10,11,5,4,10,10,5,12,5,7
CAMNT_0023961241,14,18,5,20,11,22,14,12,5,12,11,15,6,10,14,11,19,11,15,8
CAMNT_0023961249,51,34,33,32,21,14,24,27,22,30,21,36,17,22,24,21,21,35,29,10
CAMNT_0023961889,8,8,7,13,8,5,12,7,7,9,8,19,7,4,9,8,1,16,5,11
CAMNT_0023962227,453,433,476,668,505,499,395,485,399,451,505,1054,649,395,519,505,325,484,344,449
CAMNT_0023962271,15,9,3,13,15,10,11,18,3,5,15,16,6,10,13,15,7,9,9,4
CAMNT_0023963111,14,10,5,16,12,4,2,3,6,8,12,7,6,8,11,12,11,10,9,6
CAMNT_0023963437,22,24,11,13,8,20,15,24,21,8,8,27,16,15,27,8,17,19,16,21
CAMNT_0023963675,6,7,6,6,3,8,10,19,4,2,3,7,23,5,20,3,10,16,11,19
CAMNT_0023964069,11,33,7,15,7,9,8,20,8,14,7,21,16,3,15,7,6,22,19,10
CAMNT_0023964503,11,19,27,55,24,5,14,16,15,26,24,14,10,17,35,24,8,4,11,28
CAMNT_0023964793,15,5,9,10,16,47,16,10,1,13,16,29,12,13,9,16,33,23,6,9
CAMNT_0023966031,27,35,21,19,18,23,18,18,19,32,18,13,11,18,15,18,16,18,17,6
CAMNT_0023966115,4,7,15,17,14,9,8,14,3,9,14,13,10,10,11,14,6,7,10,5
CAMNT_0023966185,14,19,20,18,14,23,12,16,18,19,14,19,27,16,27,14,10,18,25,9
CAMNT_0023966569,10,29,10,11,35,2,4,35,5,5,35,15,25,8,34,35,96,15,10,7
CAMNT_0023966577,32,35,20,58,34,39,26,23,29,31,34,57,33,22,22,34,35,40,30,34
CAMNT_0023967289,74,100,54,94,110,70,69,67,34,58,110,71,116,61,71,110,64,75,45,53
CAMNT_0023967545,8,9,5,5,7,23,9,18,2,6,7,15,6,3,4,7,13,25,11,4
CAMNT_0023967747,7,20,11,23,15,11,7,12,8,17,15,17,11,11,10,15,10,7,6,4
CAMNT_0023967917,33,38,21,35,55,32,36,24,11,23,55,39,26,36,24,55,11,25,24,20
CAMNT_0023968123,48,28,28,35,29,54,27,28,33,20,29,34,24,28,51,29,21,17,17,9
CAMNT_0023968473,34,46,61,52,40,52,33,52,30,41,40,35,42,73,49,40,46,43,30,58
CAMNT_0023968491,32,42,45,41,27,36,32,35,27,33,27,40,32,39,31,27,23,34,41,25
CAMNT_0023968583,31,25,26,14,17,18,14,12,18,16,17,36,8,14,11,17,22,15,14,15
CAMNT_0023969247,111,197,178,230,230,172,129,142,136,154,230,242,173,193,220,230,130,130,132,136
CAMNT_0023969697,25,41,60,120,77,18,20,20,72,57,77,12,13,23,36,77,9,17,18,24
CAMNT_0023969797,17,10,15,15,13,10,7,15,12,14,13,17,9,11,10,13,6,17,16,6
CAMNT_0023970043,15,31,40,75,35,10,22,27,35,33,35,16,12,42,58,35,17,32,34,40
CAMNT_0023970147,20,25,26,26,14,12,8,15,15,15,14,27,15,17,28,14,10,14,12,16
CAMNT_0023970203,10,11,12,12,15,7,6,15,16,4,15,4,8,0,8,15,5,12,8,4
CAMNT_0023970263,32,39,24,57,54,58,37,55,31,34,54,67,39,63,28,54,28,33,27,26
CAMNT_0023970797,13,53,33,46,21,10,15,25,9,22,21,8,5,11,33,21,19,7,20,15
CAMNT_0023971257,14,19,14,11,11,8,19,7,6,13,11,6,10,20,12,11,12,12,9,9
CAMNT_0023971265,26,20,23,22,15,9,19,11,15,18,15,24,14,20,13,15,16,28,19,8
CAMNT_0023971651,20,14,10,17,19,24,13,10,3,3,19,56,17,15,5,19,43,28,16,3
CAMNT_0023971675,6,36,71,94,66,6,3,28,48,103,66,9,3,10,95,66,3,4,16,73
CAMNT_0023971813,1,10,29,62,39,7,4,23,33,62,39,3,8,6,84,39,0,4,19,47
CAMNT_0023972079,13,15,10,8,7,10,21,10,8,11,7,10,13,1,13,7,7,16,11,9
CAMNT_0023972223,14,23,10,25,14,18,11,25,13,12,14,14,11,9,3,14,9,11,8,4
CAMNT_0023972247,233,318,143,427,861,226,266,245,173,153,861,229,298,296,187,861,159,133,137,131
CAMNT_0023972269,10,9,9,9,15,12,13,11,9,6,15,25,13,5,8,15,8,10,11,6
CAMNT_0023972277,30,31,13,27,20,18,11,17,16,12,20,25,13,19,13,20,14,21,4,11
CAMNT_0023972281,34,45,12,39,16,12,20,38,12,22,16,40,21,14,12,16,12,21,11,10
CAMNT_0023972285,9,18,10,15,7,35,21,24,10,13,7,19,9,9,10,7,17,13,15,4
CAMNT_0023972313,469,824,550,576,569,733,507,623,469,520,569,954,568,580,639,569,841,632,624,436
CAMNT_0023972351,881,1459,777,959,829,1030,941,1044,708,730,829,1622,1173,958,953,829,1133,1082,1119,701
CAMNT_0023972367,31,28,12,43,29,18,5,18,16,9,29,45,19,26,16,29,18,19,12,22
CAMNT_0023972377,13,15,7,14,8,10,12,5,7,9,8,6,12,13,5,8,7,12,14,14
CAMNT_0023972403,8,6,7,9,7,15,6,14,4,12,7,14,9,12,12,7,5,9,11,11
CAMNT_0023972467,25,12,14,12,7,13,8,19,8,6,7,16,8,4,8,7,4,14,9,11
CAMNT_0023972473,18,26,25,22,24,13,23,26,30,36,24,25,14,29,24,24,12,12,20,16
CAMNT_0023972585,77,32,20,40,44,48,28,28,23,29,44,117,37,27,55,44,19,25,39,15
CAMNT_0023972593,473,776,496,511,523,451,434,552,376,462,523,599,484,499,649,523,497,408,464,345
CAMNT_0023972643,4,18,17,11,4,1,4,23,10,12,4,7,8,26,9,4,3,2,28,5
CAMNT_0023972657,19,42,44,31,12,10,6,40,20,60,12,11,8,25,43,12,4,11,28,38
CAMNT_0023972675,11,17,19,15,8,8,7,15,9,14,8,10,2,5,8,8,13,4,8,4
CAMNT_0023972737,13,10,10,10,10,5,12,10,11,6,10,12,10,4,19,10,17,6,8,14
CAMNT_0023972763,2,15,37,46,35,4,1,10,15,40,35,7,7,8,39,35,6,4,12,18
CAMNT_0023972785,17,6,6,15,18,12,13,17,5,9,18,30,16,8,9,18,13,16,9,5
CAMNT_0023972805,16,15,7,13,19,14,9,6,11,15,19,22,5,15,8,19,13,13,9,9
CAMNT_0023972813,23,51,33,26,27,34,34,61,16,42,27,52,25,26,23,27,43,46,32,9
CAMNT_0023972941,56,37,22,54,81,74,43,52,19,38,81,101,100,62,69,81,46,36,39,49
CAMNT_0023972977,52,79,49,85,78,77,39,65,25,32,78,107,41,54,55,78,65,63,68,24
CAMNT_0023973039,22,30,25,21,15,8,8,27,9,29,15,31,13,10,21,15,17,22,15,13
CAMNT_0023973051,14,15,14,13,16,18,13,18,13,12,16,13,15,20,14,16,7,18,7,8
CAMNT_0023973057,22,9,12,24,28,35,8,26,14,18,28,44,16,20,12,28,16,11,5,10
CAMNT_0023973113,23,37,27,31,20,25,31,27,13,27,20,36,22,18,38,20,25,30,20,25
CAMNT_0023973291,17,40,21,28,18,21,16,14,30,29,18,37,21,23,37,18,30,24,32,23
CAMNT_0023973317,16,37,29,12,4,8,4,35,9,18,4,5,12,30,30,4,12,11,16,25
CAMNT_0023973329,5,21,25,69,33,4,3,23,25,30,33,9,2,17,25,33,4,14,19,15
CAMNT_0023973345,49,29,28,28,38,29,26,13,16,50,38,78,38,16,37,38,62,34,39,20
CAMNT_0023973399,1,43,37,53,19,4,4,29,30,44,19,2,6,27,46,19,2,6,28,32
CAMNT_0023973435,24,20,12,12,5,12,1,19,4,13,5,1,8,7,7,5,24,15,6,16
CAMNT_0023973499,14,7,8,9,8,9,8,13,4,6,8,21,18,19,8,8,7,10,9,9
CAMNT_0023973501,16,25,19,35,31,26,36,37,36,54,31,31,38,25,59,31,45,61,45,36
CAMNT_0023973521,7,15,5,14,7,10,6,11,5,14,7,8,6,20,16,7,5,17,13,12
CAMNT_0023973537,308,292,399,434,269,348,342,435,169,320,269,599,458,432,422,269,380,478,322,263
CAMNT_0023973635,10,12,11,8,10,26,21,14,15,12,10,22,12,11,17,10,5,13,15,9
CAMNT_0023973643,45,63,37,53,35,34,38,37,27,52,35,40,33,43,61,35,28,74,55,49
CAMNT_0023973697,2,9,12,13,8,15,19,9,2,2,8,9,5,4,8,8,3,16,7,11
CAMNT_0023973749,10,15,5,7,11,14,10,8,5,8,11,12,7,3,11,11,15,10,15,10
CAMNT_0023973829,12,14,5,19,19,14,10,13,9,3,19,24,10,9,6,19,19,13,4,6
CAMNT_0023973881,10,14,12,10,26,26,11,13,14,42,26,17,11,11,7,26,10,13,33,12
CAMNT_0023973983,3,13,29,37,21,0,2,21,25,34,21,1,0,12,31,21,1,2,23,41
CAMNT_0023973997,22,15,16,36,11,25,21,28,8,19,11,36,34,24,17,11,22,25,14,19
CAMNT_0023974023,7,16,1,6,12,19,9,17,5,4,12,31,6,5,4,12,22,17,22,1
CAMNT_0023974233,46,53,57,79,85,90,64,32,47,51,85,86,62,53,73,85,70,71,44,23
CAMNT_0023974283,11,24,40,31,21,27,15,15,12,7,21,39,34,29,25,21,13,16,12,10
CAMNT_0023974297,15,16,15,8,31,31,29,19,4,11,31,28,8,12,11,31,11,13,7,4
CAMNT_0023974313,12,14,6,14,11,10,7,19,5,5,11,14,8,11,5,11,5,15,9,4
CAMNT_0023974329,24,15,19,11,15,13,21,12,7,12,15,24,13,4,8,15,4,4,6,5
CAMNT_0023974359,104,115,53,70,80,83,48,85,71,54,80,100,73,80,90,80,62,82,80,66
CAMNT_0023974409,7,18,9,11,11,10,8,8,3,23,11,15,14,15,10,11,8,5,2,11
CAMNT_0023974479,38,36,39,66,19,49,30,52,14,31,19,78,52,38,36,19,36,41,25,33
CAMNT_0023974507,12,10,11,21,14,14,3,14,9,11,14,17,9,5,6,14,7,11,15,3
CAMNT_0023974595,40,80,51,66,66,49,43,56,41,61,66,83,49,61,73,66,46,57,66,54
CAMNT_0023974717,17,16,13,17,14,15,5,19,14,10,14,23,10,13,13,14,26,20,18,9
